Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,12789,10/9/2023,-0.295566529,-0.278179399,-0.269959009,21,100
Market-Adjusted Model,12796,10/9/2023,0.015432096,0.042676899,0.041039616,21,100
Market-Adjusted Model,12826,10/9/2023,-0.054216886,-0.029040742,-0.028609366,21,100
Market-Adjusted Model,12828,10/9/2023,-0.127544209,-0.106544229,-0.101936688,21,100
Market-Adjusted Model,12839,10/9/2023,-0.029749024,-0.002968027,-0.004141503,21,100
Market-Adjusted Model,12840,10/9/2023,-0.01763979,0.02891068,0.007967731,21,100
Market-Adjusted Model,12841,10/9/2023,-0.036002127,-0.010666505,-0.010394607,21,100
Market-Adjusted Model,12842,10/9/2023,-0.044280481,-0.019515836,-0.018672961,21,100
Market-Adjusted Model,12844,10/9/2023,-0.053748549,-0.02937455,-0.028141028,21,100
Market-Adjusted Model,12847,10/9/2023,-0.047135106,-0.021897742,-0.021527585,21,100
Market-Adjusted Model,12852,10/9/2023,-0.077653182,-0.051575739,-0.052045661,21,100
Market-Adjusted Model,12867,10/9/2023,-0.077367695,-0.053957553,-0.051760175,21,100
Market-Adjusted Model,12868,10/9/2023,-0.074138032,-0.05002676,-0.048530512,21,100
Market-Adjusted Model,12870,10/9/2023,0.004282273,0.029464796,0.029889794,21,100
Market-Adjusted Model,12871,10/9/2023,0.007812493,0.055712588,0.033420013,21,100
Market-Adjusted Model,12872,10/9/2023,-0.02613065,0.001082492,-0.00052313,21,100
Market-Adjusted Model,12874,10/9/2023,-0.013423142,0.011794482,0.012184378,21,100
Market-Adjusted Model,12875,10/9/2023,-0.020554765,0.005371503,0.005052755,21,100
Market-Adjusted Model,12876,10/9/2023,-0.028317525,-0.002597486,-0.002710005,21,100
Market-Adjusted Model,12877,10/9/2023,-0.179487167,-0.157242093,-0.153879647,21,100
Market-Adjusted Model,12880,10/9/2023,-0.014321826,0.025677113,0.011285695,21,100
Market-Adjusted Model,12885,10/9/2023,-0.052882074,-0.027655035,-0.027274554,21,100
Market-Adjusted Model,12886,10/9/2023,-0.158510618,-0.14223111,-0.132903097,21,100
Market-Adjusted Model,12890,10/9/2023,-0.359813117,-0.354585719,-0.334205596,21,100
Market-Adjusted Model,12895,10/9/2023,-0.069584718,-0.04317547,-0.043977198,21,100
Market-Adjusted Model,12899,10/9/2023,-0.072399226,-0.049332301,-0.046791706,21,100
Market-Adjusted Model,12902,10/9/2023,-0.012882385,0.012293904,0.012725135,21,100
Market-Adjusted Model,12904,10/9/2023,-0.02620907,-0.001074855,-0.00060155,21,100
Market-Adjusted Model,12905,10/9/2023,-0.047325103,-0.020452402,-0.021717582,21,100
Market-Adjusted Model,12912,10/9/2023,-0.357487882,-0.387783186,-0.331880362,21,100
Market-Adjusted Model,12913,10/9/2023,-0.182287177,-0.166896406,-0.156679657,21,100
Market-Adjusted Model,12919,10/9/2023,0.007698291,0.021587021,0.021790792,9,100
Market-Adjusted Model,12920,10/9/2023,-0.040713295,-0.013380088,-0.015105775,21,100
Market-Adjusted Model,12923,10/9/2023,-0.02913903,-0.002248619,-0.00353151,21,100
Market-Adjusted Model,12927,10/9/2023,-0.152400348,-0.134238045,-0.126792827,21,100
Market-Adjusted Model,12928,10/9/2023,-0.144164734,-0.110943928,-0.118557213,21,100
Market-Adjusted Model,12948,10/9/2023,0.000936491,0.026704188,0.026544012,21,100
Market-Adjusted Model,12949,10/9/2023,-0.046881048,-0.022124063,-0.021273528,21,100
Market-Adjusted Model,12953,10/9/2023,-0.129062398,-0.109427697,-0.103454877,21,100
Market-Adjusted Model,12974,10/9/2023,-0.079360651,-0.055181766,-0.053753131,21,100
Market-Adjusted Model,12975,10/9/2023,-0.033848823,-0.008404079,-0.008241303,21,100
Market-Adjusted Model,12978,10/9/2023,-0.041122926,-0.01558396,-0.015515405,21,100
Market-Adjusted Model,12979,10/9/2023,-0.001155178,0.024108234,0.024452343,21,100
Market-Adjusted Model,12980,10/9/2023,-0.0110199,0.014277113,0.014587621,21,100
Market-Adjusted Model,12981,10/9/2023,-0.082163393,-0.056891677,-0.056555872,21,100
Market-Adjusted Model,12982,10/9/2023,0.045614077,0.075952042,0.071221597,21,100
Market-Adjusted Model,12991,10/9/2023,0.032451305,0.057750636,0.058058825,21,100
Market-Adjusted Model,12994,10/9/2023,-0.00966723,0.018454278,0.01594029,21,100
Market-Adjusted Model,12996,10/9/2023,-0.012324368,0.012920118,0.013283153,21,100
Market-Adjusted Model,12997,10/9/2023,-0.045123807,-0.019518275,-0.019516287,21,100
Market-Adjusted Model,12998,10/9/2023,-0.047208108,-0.020988317,-0.021600587,21,100
Market-Adjusted Model,12999,10/9/2023,0.024158084,0.050798801,0.049765604,21,100
Market-Adjusted Model,13000,10/9/2023,0.009960132,0.037087985,0.035567652,21,100
Market-Adjusted Model,13001,10/9/2023,0.017241365,0.045310009,0.042848886,21,100
Market-Adjusted Model,13002,10/9/2023,2.19702E-05,0.025998837,0.025629491,21,100
Market-Adjusted Model,13006,10/9/2023,-0.055166385,-0.029571091,-0.029558864,21,100
Market-Adjusted Model,13007,10/9/2023,-0.108071133,-0.086221783,-0.082463612,21,100
Market-Adjusted Model,13016,10/9/2023,-0.021314607,0.004591341,0.004292913,21,100
Market-Adjusted Model,13019,10/9/2023,0.260811785,0.263990489,0.286419306,21,100
Market-Adjusted Model,13023,10/9/2023,-0.032057572,-0.007070492,-0.006450052,21,100
Market-Adjusted Model,13024,10/9/2023,-0.036991282,-0.012169231,-0.011383762,21,100
Market-Adjusted Model,13025,10/9/2023,-0.044568205,-0.019970411,-0.018960685,21,100
Market-Adjusted Model,13026,10/9/2023,-0.039535164,-0.014630896,-0.013927643,21,100
Market-Adjusted Model,13027,10/9/2023,-0.032412745,-0.007336461,-0.006805225,21,100
Market-Adjusted Model,13029,10/9/2023,-0.07137136,-0.041483184,-0.04576384,21,100
Market-Adjusted Model,13030,10/9/2023,0.153603063,0.231217377,0.179210584,21,100
Market-Adjusted Model,13031,10/9/2023,-0.146379778,-0.108765839,-0.120772257,21,100
Market-Adjusted Model,13032,10/9/2023,0.112641023,0.154041696,0.138248543,21,100
Market-Adjusted Model,13033,10/9/2023,-0.035629133,-0.010523286,-0.010021613,21,100
Market-Adjusted Model,13034,10/9/2023,-0.00107337,0.025763604,0.024534151,21,100
Market-Adjusted Model,13035,10/9/2023,-0.013751376,0.013309559,0.011856144,21,100
Market-Adjusted Model,13046,10/9/2023,-0.194031962,-0.180826033,-0.168424442,21,100
Market-Adjusted Model,13076,10/9/2023,-0.049006096,-0.022597246,-0.023398576,21,100
Market-Adjusted Model,13079,10/9/2023,-0.074395733,-0.04193238,-0.048788212,21,100
Market-Adjusted Model,13085,10/9/2023,-0.079841769,-0.052214729,-0.054234248,21,100
Market-Adjusted Model,13089,10/9/2023,-0.047365975,-0.020437364,-0.021758454,21,100
Market-Adjusted Model,13092,10/9/2023,-0.073353353,-0.048802144,-0.047745832,21,100
Market-Adjusted Model,13102,10/9/2023,-0.024080528,0.001752589,0.001526992,21,100
Market-Adjusted Model,13103,10/9/2023,-0.084550175,-0.058107614,-0.058942655,21,100
Market-Adjusted Model,13105,10/9/2023,0.070420452,0.097140729,0.096027972,21,100
Market-Adjusted Model,13108,10/9/2023,-0.019641404,0.128015028,0.005966117,21,100
Market-Adjusted Model,13111,10/9/2023,0.286689386,0.321836671,0.312296906,21,100
Market-Adjusted Model,13114,10/9/2023,-0.046132651,-0.020248306,-0.020525131,21,100
Market-Adjusted Model,13116,10/9/2023,0.00244313,0.03530754,0.02805065,21,100
Market-Adjusted Model,13122,10/9/2023,-0.008511915,0.019757923,0.017095605,21,100
Market-Adjusted Model,13124,10/9/2023,0.005146784,0.044553458,0.030754305,21,100
Market-Adjusted Model,13126,10/9/2023,-0.040914606,-0.015668813,-0.015307086,21,100
Market-Adjusted Model,13129,10/9/2023,-0.01943638,0.009554683,0.006171141,21,100
Market-Adjusted Model,13130,10/9/2023,-0.035774624,-0.010712197,-0.010167103,21,100
Market-Adjusted Model,13131,10/9/2023,-0.028916156,-0.00330335,-0.003308636,21,100
Market-Adjusted Model,13132,10/9/2023,0.004508307,0.031621921,0.030115828,21,100
Market-Adjusted Model,13137,10/9/2023,0.003869626,0.02906803,0.029477147,21,100
Market-Adjusted Model,13138,10/9/2023,0.004197565,0.029382122,0.029805085,21,100
Market-Adjusted Model,13142,10/9/2023,-0.024446118,0.001007262,0.001161403,21,100
Market-Adjusted Model,13159,10/9/2023,-0.618295183,-0.864322302,-0.592687663,21,100
Market-Adjusted Model,13168,10/9/2023,-0.074673293,-0.046703131,-0.049065773,21,100
Market-Adjusted Model,13176,10/9/2023,-0.028473281,-0.00314601,-0.00286576,21,100
Market-Adjusted Model,13180,10/9/2023,-0.016574573,0.015714515,0.009032947,21,100
Market-Adjusted Model,13181,10/9/2023,-0.001487041,0.026589396,0.024120479,21,100
Market-Adjusted Model,13182,10/9/2023,-0.03028801,-0.004882021,-0.00468049,21,100
Market-Adjusted Model,13188,10/9/2023,-0.084903473,-0.061210518,-0.059295952,21,100
Market-Adjusted Model,13189,10/9/2023,-0.04075374,-0.0159268,-0.015146219,21,100
Market-Adjusted Model,13190,10/9/2023,-0.044720049,-0.020014985,-0.019112528,21,100
Market-Adjusted Model,13193,10/9/2023,0.03531153,0.0604732,0.06091905,21,100
Market-Adjusted Model,13196,10/9/2023,-0.025641041,0.003240261,-0.00003352,21,100
Market-Adjusted Model,13198,10/9/2023,-0.092393818,-0.068360078,-0.066786297,21,100
Market-Adjusted Model,13202,10/9/2023,-0.317525767,-0.335306589,-0.291918247,21,100
Market-Adjusted Model,13206,10/9/2023,-0.032945753,-0.006435176,-0.007338233,21,100
Market-Adjusted Model,13210,10/9/2023,-0.148160916,-0.129736684,-0.122553395,21,100
Market-Adjusted Model,13211,10/9/2023,-0.069944986,-0.045025745,-0.044337465,21,100
Market-Adjusted Model,13214,10/9/2023,-0.063842625,-0.039190147,-0.038235104,21,100
Market-Adjusted Model,13217,10/9/2023,-0.049640497,-0.024712688,-0.024032976,21,100
Market-Adjusted Model,13219,10/9/2023,-0.004957688,0.020936629,0.020649833,21,100
Market-Adjusted Model,13220,10/9/2023,-0.063652914,-0.039387447,-0.038045393,21,100
Market-Adjusted Model,13221,10/9/2023,-0.071608334,-0.047914291,-0.046000813,21,100
Market-Adjusted Model,13228,10/9/2023,-0.058313513,-0.033864879,-0.032705993,21,100
Market-Adjusted Model,13229,10/9/2023,-0.048463152,-0.023320453,-0.022855632,21,100
Market-Adjusted Model,13230,10/9/2023,-0.00992284,0.020347544,0.015684681,21,100
Market-Adjusted Model,13233,10/9/2023,0.015165041,0.043995625,0.040772561,21,100
Market-Adjusted Model,13234,10/9/2023,-0.001538797,0.025776297,0.024068723,21,100
Market-Adjusted Model,13235,10/9/2023,-0.063198968,-0.039029145,-0.037591447,21,100
Market-Adjusted Model,13236,10/9/2023,-0.081488883,-0.057408677,-0.055881362,21,100
Market-Adjusted Model,13240,10/9/2023,-0.017198597,0.00807451,0.008408923,21,100
Market-Adjusted Model,13241,10/9/2023,-0.029332647,-0.004231586,-0.003725126,21,100
Market-Adjusted Model,13242,10/9/2023,-0.011744412,0.013515486,0.013863109,21,100
Market-Adjusted Model,13244,10/9/2023,0.113691976,0.141818661,0.139299497,21,100
Market-Adjusted Model,13245,10/9/2023,-0.056103385,-0.031813187,-0.030495865,21,100
Market-Adjusted Model,13246,10/9/2023,-0.045332222,-0.020146617,-0.019724702,21,100
Market-Adjusted Model,13249,10/9/2023,-0.065015488,-0.0392395,-0.039407968,21,100
Market-Adjusted Model,13252,10/9/2023,-0.034828815,-0.009554395,-0.009221295,21,100
Market-Adjusted Model,13253,10/9/2023,-0.048140035,-0.018783259,-0.022532515,21,100
Market-Adjusted Model,13254,10/9/2023,-0.082450645,-0.06023568,-0.056843125,21,100
Market-Adjusted Model,13260,10/9/2023,-0.12121208,-0.100163953,-0.09560456,21,100
Market-Adjusted Model,13268,10/9/2023,-0.041920856,-0.016895245,-0.016313336,21,100
Market-Adjusted Model,13273,10/9/2023,-0.035029068,-0.010045936,-0.009421548,21,100
Market-Adjusted Model,13278,10/9/2023,-0.371518974,-0.426334469,-0.345911454,21,100
Market-Adjusted Model,13279,10/9/2023,-0.301369895,-0.230023819,-0.275762374,21,100
Market-Adjusted Model,13284,10/9/2023,-0.041948574,-0.015837958,-0.016341054,21,100
Market-Adjusted Model,13286,10/9/2023,0.03751097,0.08300698,0.063118491,21,100
Market-Adjusted Model,13293,10/9/2023,-0.024911371,0.001023946,0.00069615,21,100
Market-Adjusted Model,13296,10/9/2023,-0.079015492,-0.055524828,-0.053407971,21,100
Market-Adjusted Model,13300,10/9/2023,-0.030491,-0.005544541,-0.004883479,21,100
Market-Adjusted Model,13301,10/9/2023,0.25007413,0.269626811,0.27568165,21,100
Market-Adjusted Model,13302,10/9/2023,-0.091520385,-0.068192871,-0.065912865,21,100
Market-Adjusted Model,13303,10/9/2023,-0.016528909,0.011014613,0.009078612,21,100
Market-Adjusted Model,13305,10/9/2023,-0.077118066,-0.052290462,-0.051510545,21,100
Market-Adjusted Model,13308,10/9/2023,-0.012654189,0.012566274,0.012953331,21,100
Market-Adjusted Model,13310,10/9/2023,0.013913575,0.039781498,0.039521095,21,100
Market-Adjusted Model,13315,10/9/2023,-0.02157786,0.007968061,0.004029661,21,100
Market-Adjusted Model,13318,10/9/2023,0.01181002,0.038893567,0.037417541,21,100
Market-Adjusted Model,13321,10/9/2023,-0.103448231,-0.078767172,-0.07784071,21,100
Market-Adjusted Model,13322,10/9/2023,-0.018818213,0.006286503,0.006789307,21,100
Market-Adjusted Model,13323,10/9/2023,-0.197048022,-0.174830893,-0.171440502,21,100
Market-Adjusted Model,13324,10/9/2023,0.14285715,0.168213556,0.168464671,21,100
Market-Adjusted Model,13325,10/9/2023,-0.004084983,0.021605331,0.021522538,21,100
Market-Adjusted Model,13326,10/9/2023,-0.054050571,-0.026955447,-0.028443051,21,100
Market-Adjusted Model,13328,10/9/2023,-0.121081069,-0.100755838,-0.095473549,21,100
Market-Adjusted Model,13332,10/9/2023,-0.060682793,-0.03349711,-0.035075273,21,100
Market-Adjusted Model,13337,10/9/2023,-0.075102045,-0.045163529,-0.049494524,21,100
Market-Adjusted Model,13341,10/9/2023,0.005833569,0.031617809,0.03144109,21,100
Market-Adjusted Model,13343,10/9/2023,0.011976037,0.042793412,0.037583557,21,100
Market-Adjusted Model,13344,10/9/2023,-0.039269739,-0.013884949,-0.013662219,21,100
Market-Adjusted Model,13345,10/9/2023,-0.014713608,0.010486186,0.010893912,21,100
Market-Adjusted Model,13348,10/9/2023,-0.025120233,-0.000058296,0.000487288,21,100
Market-Adjusted Model,13350,10/9/2023,-0.01042555,0.017557809,0.01518197,21,100
Market-Adjusted Model,13351,10/9/2023,-0.072026182,-0.048097143,-0.046418662,21,100
Market-Adjusted Model,13353,10/9/2023,0.013847676,0.040551725,0.039455196,21,100
Market-Adjusted Model,13356,10/9/2023,-0.046635173,-0.019378357,-0.021027653,21,100
Market-Adjusted Model,13357,10/9/2023,-0.06279319,-0.039088333,-0.03718567,21,100
Market-Adjusted Model,13360,10/9/2023,-0.034875142,-0.009555814,-0.009267622,21,100
Market-Adjusted Model,13361,10/9/2023,-0.04320805,-0.018550172,-0.01760053,21,100
Market-Adjusted Model,13364,10/9/2023,-0.02931261,-0.004210696,-0.003705089,21,100
Market-Adjusted Model,13366,10/9/2023,-0.028068196,0.001848991,-0.002460676,21,100
Market-Adjusted Model,13369,10/9/2023,-0.237704924,-0.235829243,-0.212097404,21,100
Market-Adjusted Model,13375,10/9/2023,0.003546068,0.028743059,0.029153588,21,100
Market-Adjusted Model,13376,10/9/2023,0.025252505,0.062094495,0.050860025,21,99
Market-Adjusted Model,13379,10/9/2023,0.020334989,0.045422096,0.045942509,21,100
Market-Adjusted Model,13380,10/9/2023,-0.111946543,-0.090464335,-0.086339022,21,100
Market-Adjusted Model,13386,10/9/2023,-0.020091812,0.005016202,0.005515708,21,100
Market-Adjusted Model,13387,10/9/2023,-0.053040164,-0.027401626,-0.027432644,21,100
Market-Adjusted Model,13393,10/9/2023,-0.097526407,-0.07495287,-0.071918887,21,100
Market-Adjusted Model,13399,10/9/2023,0.051746456,0.079550565,0.077353977,21,100
Market-Adjusted Model,13401,10/9/2023,-0.155002789,-0.136389519,-0.129395269,21,100
Market-Adjusted Model,13403,10/9/2023,-0.068358481,-0.039458391,-0.042750961,21,100
Market-Adjusted Model,13405,10/9/2023,-0.085085418,-0.059955017,-0.059477898,21,100
Market-Adjusted Model,13407,10/9/2023,0.049919835,0.07696374,0.075527355,21,100
Market-Adjusted Model,13410,10/9/2023,-0.156549512,-0.138600949,-0.130941992,21,100
Market-Adjusted Model,13411,10/9/2023,-0.392484475,-0.446562519,-0.366876954,21,100
Market-Adjusted Model,13412,10/9/2023,0.155914022,0.217648186,0.181521542,21,100
Market-Adjusted Model,13428,10/9/2023,-0.049947289,-0.025133266,-0.024339769,21,100
Market-Adjusted Model,13429,10/9/2023,-0.079646036,-0.055654717,-0.054038515,21,100
Market-Adjusted Model,13431,10/9/2023,-0.055640934,-0.029848629,-0.030033413,21,100
Market-Adjusted Model,13436,10/9/2023,-0.041361609,-0.0158768,-0.015754088,21,100
Market-Adjusted Model,13437,10/9/2023,-0.052504033,-0.027805398,-0.026896512,21,100
Market-Adjusted Model,13439,10/9/2023,-0.078406186,-0.052064541,-0.052798665,21,100
Market-Adjusted Model,13441,10/9/2023,-0.086772202,-0.063720361,-0.061164681,21,100
Market-Adjusted Model,13446,10/9/2023,-0.017288737,0.007904352,0.008318784,21,100
Market-Adjusted Model,13447,10/9/2023,-0.022938551,0.00513671,0.00266897,21,100
Market-Adjusted Model,13452,10/9/2023,-0.184331837,-0.167839931,-0.158724317,21,100
Market-Adjusted Model,13455,10/9/2023,-0.343648163,-0.372730477,-0.318040643,21,100
Market-Adjusted Model,13501,10/9/2023,-0.033895678,-0.00871922,-0.008288157,21,100
Market-Adjusted Model,13503,10/9/2023,-0.06482854,-0.041136768,-0.03922102,21,100
Market-Adjusted Model,13505,10/9/2023,-0.059103136,-0.035056373,-0.033495616,21,100
Market-Adjusted Model,13508,10/9/2023,-0.019577134,0.008897838,0.006030387,21,100
Market-Adjusted Model,13510,10/9/2023,-0.030898442,-0.005769058,-0.005290922,21,100
Market-Adjusted Model,13511,10/9/2023,0.077283291,0.103282603,0.102890811,21,100
Market-Adjusted Model,13512,10/9/2023,-0.068556032,-0.044119109,-0.042948512,21,100
Market-Adjusted Model,13519,10/9/2023,0.023661538,0.050765889,0.049269059,21,100
Market-Adjusted Model,13520,10/9/2023,-0.037626605,-0.009998268,-0.012019085,21,100
Market-Adjusted Model,13527,10/9/2023,0.189382959,0.202908191,0.21499048,21,100
Market-Adjusted Model,13528,10/9/2023,-0.012602206,0.0145245,0.013005315,21,100
Market-Adjusted Model,13534,10/9/2023,-0.091202195,-0.067370618,-0.065594675,21,100
Market-Adjusted Model,13539,10/9/2023,-0.019974483,0.00560921,0.005633038,21,100
Market-Adjusted Model,13543,10/9/2023,-0.006893878,0.021684805,0.018713642,21,100
Market-Adjusted Model,13545,10/9/2023,-0.035426329,-0.00597653,-0.009818809,21,100
Market-Adjusted Model,13547,10/9/2023,-0.052744861,-0.018145016,-0.02713734,21,100
Market-Adjusted Model,13548,10/9/2023,-0.048148153,-0.020900319,-0.022540633,21,100
Market-Adjusted Model,13555,10/9/2023,-0.020590202,0.004827405,0.005017318,21,100
Market-Adjusted Model,13559,10/9/2023,-0.07929519,-0.03934126,-0.05368767,21,100
Market-Adjusted Model,13561,10/9/2023,-0.009924891,0.015447349,0.015682629,21,100
Market-Adjusted Model,13562,10/9/2023,-0.039471397,-0.01416952,-0.013863876,21,100
Market-Adjusted Model,13563,10/9/2023,-0.071428546,-0.044102959,-0.045821026,21,100
Market-Adjusted Model,13568,10/9/2023,-0.030967616,-0.005769376,-0.005360096,21,100
Market-Adjusted Model,13570,10/9/2023,-0.048538496,-0.024005212,-0.022930975,21,100
Market-Adjusted Model,13571,10/9/2023,-0.175565361,-0.161049738,-0.149957841,21,100
Market-Adjusted Model,13572,10/9/2023,-0.044315309,-0.019431128,-0.018707788,21,100
Market-Adjusted Model,13575,10/9/2023,-0.054182805,-0.029642114,-0.028575285,21,100
Market-Adjusted Model,13577,10/9/2023,-0.084282476,-0.05637635,-0.058674956,21,100
Market-Adjusted Model,13578,10/9/2023,-0.03757115,-0.012117674,-0.011963629,21,100
Market-Adjusted Model,13579,10/9/2023,-0.007863233,0.019529492,0.017744287,21,100
